УПД;Дата;Клиент;Номенклатура;Количество;ГТД;Менеджер
1090;20.08.2024;"ООО ""ПРОФПОТОК""";CB.002.0203.001.20;2;10131010/290224/3051621;Олег Федулов
1090;20.08.2024;"ООО ""ПРОФПОТОК""";CB.002.0224.0003;16;10131010/010824/3177977;Олег Федулов
1090;20.08.2024;"ООО ""ПРОФПОТОК""";CB.002.0203.001;20;10013160/260724/5068922;Олег Федулов
1090;20.08.2024;"ООО ""ПРОФПОТОК""";CB.002.0350.0001;8;10131010/160124/5004230;Олег Федулов
1100;21.08.2024;"ООО ""САНРАЙЗ""";C.01.SPF02.0016;120;10131010/120824/3185000;Рамис Шигапов
883;24.07.2024;"ООО ""САНРАЙЗ""";CB.050.0224.0005.20;30;10013160/150324/3091071;Рамис Шигапов
883;24.07.2024;"ООО ""САНРАЙЗ""";CB.050.0224.0005.20;40;10131010/100424/3091719;Рамис Шигапов
883;24.07.2024;"ООО ""САНРАЙЗ""";CB.050.0224.0005.20;91;10131010/080424/5028236;Рамис Шигапов
828;17.07.2024;"ООО ""САНРАЙЗ""";CB.002.0204.003.11;1;10131010/100424/3091719;Рамис Шигапов
1068;16.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0014;5;10131010/250724/5072145;Рамис Шигапов
1068;16.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0015 ;15;10131010/250724/5072145;Рамис Шигапов
1068;16.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0012;10;10131010/250724/3173005;Рамис Шигапов
1068;16.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0013;10;10131010/050624/5047674;Рамис Шигапов
1068;16.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0011;5;10131010/050624/5047674;Рамис Шигапов
1085;19.08.2024;"ООО ""ПРОМГАЗТРЕЙД""";C.01.SPF02.0016;20;10131010/120824/3185000;Рамис Шигапов
1153;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0020;5;10131010/250724/3173005;Наталья Галушко
1153;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0012;2;10131010/250724/3173005;Наталья Галушко
1153;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0011;2;10013160/250424/3140828;Наталья Галушко
1154;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0020;10;10013160/260724/3235890;Наталья Галушко
1154;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0012;4;10131010/250724/3173005;Наталья Галушко
1154;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0013;4;10131010/050624/5047674;Наталья Галушко
1154;27.08.2024;"ООО ""АВВА ГРУПП""";C.01.SPF02.0011;3;10013160/250424/3140828;Наталья Галушко
1195;02.09.2024;"ООО ФИРМА ""ТЕПЛОЦЕЛЬ""";CB.002.0203.001;20;10013160/260724/3235552;Наталья Галушко
1195;02.09.2024;"ООО ФИРМА ""ТЕПЛОЦЕЛЬ""";CB.002.0603.001;10;10013160/160824/5085965;Наталья Галушко
1195;02.09.2024;"ООО ФИРМА ""ТЕПЛОЦЕЛЬ""";CB.002.0204.003;10;10013160/260724/3236026;Наталья Галушко
1195;02.09.2024;"ООО ФИРМА ""ТЕПЛОЦЕЛЬ""";CB.002.0604.0002;10;10131010/010824/3177906;Наталья Галушко
1195;02.09.2024;"ООО ФИРМА ""ТЕПЛОЦЕЛЬ""";CB.002.0640.001;5;10131010/020824/3178563;Наталья Галушко
